,group,numbers
1011,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1012,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'PTT', 'Fibrinogen', 'Platelets')",1
1013,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Potassium', 'TroponinI')",1
1014,"('Glucose', 'Potassium', 'TroponinI', 'Hct', 'Hgb')",1
1015,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
1016,"('FiO2', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1017,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1018,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'TroponinI')",1
1019,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium', 'Hct')",1
1020,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Creatinine', 'Lactate', 'Potassium', 'Hct')",1
1021,"('FiO2', 'Bilirubin_direct', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1022,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT')",1
1023,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI')",1
1024,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",1
1025,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1026,"('Glucose', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1027,"('BUN', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1028,"('Bilirubin_direct', 'Hgb')",1
1029,"('FiO2', 'Glucose', 'Fibrinogen')",1
1030,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1031,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1032,"('Magnesium', 'Potassium', 'TroponinI', 'WBC')",1
1033,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1034,"('Glucose', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1035,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1036,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",1
1037,"('Magnesium', 'Potassium', 'Hgb', 'PTT')",1
1038,"('Glucose', 'Potassium', 'Hgb', 'PTT')",1
1039,"('Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
1040,"('Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen')",1
1041,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1042,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1043,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
1044,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hgb')",1
1045,"('Potassium', 'Hct', 'Hgb', 'PTT')",1
1046,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'TroponinI')",1
1047,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1048,"('Calcium', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
1049,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1050,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1051,"('Glucose', 'Magnesium', 'Phosphate', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1052,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'PTT')",1
1053,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'PTT', 'Fibrinogen')",1
1054,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1055,"('Glucose', 'Magnesium', 'Potassium', 'Hct')",1
1056,"('Bilirubin_direct', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1057,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'TroponinI', 'WBC')",1
1058,"('Bilirubin_direct', 'Glucose', 'Bilirubin_total', 'Hct', 'Hgb')",1
1059,"('Creatinine', 'Potassium', 'Hct', 'Hgb')",1
1060,"('Bilirubin_direct', 'Bilirubin_total', 'PTT', 'Fibrinogen', 'Platelets')",1
1061,"('HCO3', 'PaCO2', 'SaO2', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
1062,"('FiO2', 'Glucose', 'Hct', 'Hgb')",1
1063,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
1064,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
1065,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1066,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total', 'Hct', 'Hgb')",1
1067,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1068,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",1
1069,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1070,"('pH', 'PaCO2', 'SaO2', 'TroponinI')",1
1071,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1072,"('Alkalinephos',)",1
1073,"('FiO2', 'Glucose', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1074,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1075,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Bilirubin_total')",1
1076,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",1
1077,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1078,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'PTT', 'Fibrinogen')",1
1079,"('TroponinI', 'Hct', 'Hgb', 'PTT')",1
1080,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1081,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
1082,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1083,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1084,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1085,"('FiO2', 'SaO2', 'Lactate', 'Potassium', 'Hct')",1
1086,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1087,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1088,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'Hgb')",1
1089,"('pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1090,"('FiO2', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
1091,"('Phosphate', 'Hgb')",1
1092,"('Calcium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1093,"('Calcium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1094,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",1
1095,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
1096,"('AST', 'Bilirubin_total')",1
1097,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1098,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1099,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",1
1100,"('Glucose', 'Magnesium', 'TroponinI', 'Hct', 'Hgb')",1
1101,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1102,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Lactate', 'Potassium')",1
1103,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1104,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1105,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1106,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Fibrinogen')",1
1107,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Potassium', 'PTT')",1
1108,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",1
1109,"('HCO3', 'PaCO2', 'SaO2', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1110,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
1111,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'TroponinI', 'Hct', 'Hgb')",1
1112,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1113,"('pH', 'PaCO2', 'SaO2', 'Magnesium', 'Phosphate', 'Potassium')",1
1114,"('Calcium', 'Glucose', 'Magnesium', 'Potassium')",1
1115,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hgb', 'Fibrinogen')",1
1116,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hgb')",1
1117,"('Calcium', 'Lactate', 'Potassium')",1
1118,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Magnesium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1119,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate')",1
1120,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1121,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Platelets')",1
1122,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1123,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1124,"('Calcium', 'Phosphate')",1
1125,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1126,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1127,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1128,"('Glucose', 'Magnesium', 'Phosphate', 'Hct', 'Hgb')",1
1129,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Glucose', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1130,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1131,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1132,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1133,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1134,"('FiO2', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI')",1
1135,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1136,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1137,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1138,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",1
1139,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
1140,"('Magnesium', 'Phosphate', 'TroponinI', 'Hct', 'Hgb', 'Fibrinogen')",1
1141,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1142,"('Phosphate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1143,"('Creatinine', 'Magnesium', 'Phosphate')",1
1144,"('FiO2', 'pH', 'PaCO2', 'Magnesium', 'PTT', 'Fibrinogen', 'Platelets')",1
1145,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'Platelets')",1
1146,"('Glucose', 'Hct')",1
1147,"('FiO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium')",1
1148,"('Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1149,"('FiO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1150,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1151,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1152,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1153,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1154,"('FiO2', 'Hct', 'Hgb', 'PTT')",1
1155,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1156,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1157,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Platelets')",1
1158,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'PTT', 'Fibrinogen')",1
1159,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb')",1
1160,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Lactate', 'Potassium')",1
1161,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT')",1
1162,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'Fibrinogen')",1
1163,"('FiO2', 'pH', 'SaO2', 'Lactate', 'Potassium')",1
1164,"('FiO2', 'pH', 'Calcium', 'Glucose', 'Lactate', 'Potassium')",1
1165,"('FiO2', 'pH', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1166,"('FiO2', 'pH')",1
1167,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",1
1168,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1169,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Magnesium', 'Bilirubin_total', 'TroponinI')",1
1170,"('FiO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1171,"('Magnesium', 'Phosphate', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1172,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1173,"('Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1174,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1175,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1176,"('BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1177,"('Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen')",1
1178,"('Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen')",1
1179,"('FiO2', 'pH', 'PaCO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1180,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium')",1
1181,"('Bilirubin_direct', 'Magnesium', 'Phosphate', 'PTT')",1
1182,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1183,"('pH', 'PaCO2', 'SaO2', 'Hgb')",1
